"  SAMPLE"	"    LINE"	"Relative Dist(um)"	"   N WT%"	"   H WT%"	"  Si WT%"	"  Al WT%"	"  Cl WT%"	"   P WT%"	"  Fe WT%"	"  Mn WT%"	"  Cr WT%"	"   K WT%"	"  Ca WT%"	"  Ru WT%"	"  Na WT%"	"  Mg WT%"	"   O WT%"	"   TOTAL"	"   X-POS"	"   Y-POS"	"   Z-POS"	"   N AT%"	"   H AT%"	"  Si AT%"	"  Al AT%"	"  Cl AT%"	"   P AT%"	"  Fe AT%"	"  Mn AT%"	"  Cr AT%"	"   K AT%"	"  Ca AT%"	"  Ru AT%"	"  Na AT%"	"  Mg AT%"	"   O AT%"	" N K-RAT"	"N STD_NUM"	"N STD_NAM"
"Un   11  D2893_50nA_20um_146.6_180s_4"	      11	       0	 .013432	 .355396	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6802	 100.000	 .000000	 .000000	 .000000	 .000194	 .071153	 .159100	 .058863	 .005778	 .000541	 .020800	 .000900	 .000175	 .000836	 .051062	 .000024	 .011069	 .043335	 .576171	 .000053	608	"GaN"
"Un   12  D2893_50nA_20um_146.6_180s_5"	      12	       0	 .012379	 .355513	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6811	 100.000	 .000000	 .000000	 .000000	 .000178	 .071175	 .159097	 .058862	 .005778	 .000541	 .020800	 .000900	 .000175	 .000836	 .051061	 .000024	 .011069	 .043334	 .576171	 .000049	608	"GaN"
"Un   13  D2893_50nA_20um_146.6_180s_6"	      13	       0	 .013488	 .355389	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6801	 100.000	 .000000	 .000000	 .000000	 .000194	 .071152	 .159100	 .058863	 .005778	 .000541	 .020800	 .000900	 .000175	 .000836	 .051062	 .000024	 .011069	 .043335	 .576171	 .000053	608	"GaN"
"Un   14  D2893_50nA_20um_146.6_180s_7"	      14	       0	 .013451	 .355393	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6802	 100.000	 .000000	 .000000	 .000000	 .000194	 .071153	 .159100	 .058863	 .005778	 .000541	 .020800	 .000900	 .000175	 .000836	 .051062	 .000024	 .011069	 .043335	 .576171	 .000053	608	"GaN"
"Un   15  D2893_50nA_20um_146.6_180s_8"	      15	       0	 .012170	 .355537	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6813	 100.000	 .000000	 .000000	 .000000	 .000175	 .071180	 .159096	 .058862	 .005778	 .000541	 .020800	 .000900	 .000175	 .000836	 .051061	 .000024	 .011069	 .043334	 .576171	 .000048	608	"GaN"
"Un   16  D2893_50nA_20um_146.6_180s_9"	      16	       0	 .012905	 .355455	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6806	 100.000	 .000000	 .000000	 .000000	 .000186	 .071164	 .159099	 .058863	 .005778	 .000541	 .020800	 .000900	 .000175	 .000836	 .051061	 .000024	 .011069	 .043334	 .576171	 .000051	608	"GaN"
"Un   17  D2893_50nA_20um_2"	      17	       0	 .028270	 .353735	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6670	 100.000	 .000000	 .000000	 .000000	 .000407	 .070841	 .159145	 .058880	 .005779	 .000541	 .020806	 .000900	 .000175	 .000836	 .051076	 .000024	 .011072	 .043347	 .576169	 .000112	608	"GaN"
"Un   18  D2893_50nA_20um_3"	      18	       0	 .028702	 .353687	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6666	 100.000	 .000000	 .000000	 .000000	 .000414	 .070832	 .159147	 .058880	 .005779	 .000541	 .020806	 .000900	 .000175	 .000836	 .051077	 .000024	 .011073	 .043347	 .576169	 .000114	608	"GaN"
"Un   19  D2893_50nA_20um_4"	      19	       0	 .023940	 .354221	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6709	 100.000	 .000000	 .000000	 .000000	 .000345	 .070932	 .159132	 .058875	 .005779	 .000541	 .020804	 .000900	 .000175	 .000836	 .051072	 .000024	 .011072	 .043343	 .576169	 .000095	608	"GaN"
"Un   20  D2893_50nA_20um_5"	      20	       0	 .025905	 .354001	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6691	 100.000	 .000000	 .000000	 .000000	 .000373	 .070891	 .159138	 .058877	 .005779	 .000541	 .020805	 .000900	 .000175	 .000836	 .051074	 .000024	 .011072	 .043345	 .576169	 .000103	608	"GaN"
"Un   21  D2893_50nA_20um_6"	      21	       0	 .025517	 .354043	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6694	 100.000	 .000000	 .000000	 .000000	 .000368	 .070899	 .159137	 .058877	 .005779	 .000541	 .020805	 .000900	 .000175	 .000836	 .051074	 .000024	 .011072	 .043345	 .576169	 .000101	608	"GaN"
