"  SAMPLE"	"    LINE"	"Relative Dist(um)"	"   N WT%"	"   H WT%"	"  Si WT%"	"  Al WT%"	"  Cl WT%"	"   P WT%"	"  Fe WT%"	"  Mn WT%"	"  Cr WT%"	"   K WT%"	"  Ca WT%"	"  Ru WT%"	"  Na WT%"	"  Mg WT%"	"   O WT%"	"   TOTAL"	"   X-POS"	"   Y-POS"	"   Z-POS"	"   N AT%"	"   H AT%"	"  Si AT%"	"  Al AT%"	"  Cl AT%"	"   P AT%"	"  Fe AT%"	"  Mn AT%"	"  Cr AT%"	"   K AT%"	"  Ca AT%"	"  Ru AT%"	"  Na AT%"	"  Mg AT%"	"   O AT%"	" N K-RAT"	"N STD_NUM"	"N STD_NAM"
"Un   11  D2893_50nA_20um_146.6_180s_4"	      11	       0	 .075286	 .348474	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6252	 100.000	 .000000	 .000000	 .000000	 .001086	 .069850	 .159289	 .058933	 .005785	 .000541	 .020825	 .000901	 .000175	 .000837	 .051123	 .000024	 .011082	 .043386	 .576162	 .000303	608	"GaN"
"Un   12  D2893_50nA_20um_146.6_180s_5"	      12	       0	 .049881	 .351318	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6478	 100.000	 .000000	 .000000	 .000000	 .000719	 .070386	 .159211	 .058904	 .005782	 .000541	 .020815	 .000901	 .000175	 .000837	 .051098	 .000024	 .011077	 .043365	 .576166	 .000201	608	"GaN"
"Un   13  D2893_50nA_20um_146.6_180s_6"	      13	       0	 .071365	 .348913	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6287	 100.000	 .000000	 .000000	 .000000	 .001029	 .069933	 .159277	 .058929	 .005784	 .000541	 .020823	 .000901	 .000175	 .000837	 .051119	 .000024	 .011082	 .043383	 .576163	 .000287	608	"GaN"
"Un   14  D2893_50nA_20um_146.6_180s_7"	      14	       0	 .070172	 .349046	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6298	 100.000	 .000000	 .000000	 .000000	 .001012	 .069958	 .159274	 .058927	 .005784	 .000541	 .020823	 .000901	 .000175	 .000837	 .051118	 .000024	 .011081	 .043382	 .576163	 .000283	608	"GaN"
"Un   15  D2893_50nA_20um_146.6_180s_8"	      15	       0	 .066037	 .349509	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6335	 100.000	 .000000	 .000000	 .000000	 .000952	 .070045	 .159261	 .058923	 .005784	 .000541	 .020821	 .000901	 .000175	 .000837	 .051113	 .000024	 .011080	 .043378	 .576163	 .000266	608	"GaN"
"Un   16  D2893_50nA_20um_146.6_180s_9"	      16	       0	 .059246	 .350269	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6395	 100.000	 .000000	 .000000	 .000000	 .000854	 .070189	 .159240	 .058915	 .005783	 .000541	 .020818	 .000901	 .000175	 .000837	 .051107	 .000024	 .011079	 .043373	 .576164	 .000239	608	"GaN"
"Un   17  D2893_50nA_20um_2"	      17	       0	 .052045	 .351075	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6459	 100.000	 .000000	 .000000	 .000000	 .000750	 .070340	 .159218	 .058907	 .005782	 .000541	 .020815	 .000901	 .000175	 .000837	 .051100	 .000024	 .011078	 .043367	 .576165	 .000210	608	"GaN"
"Un   18  D2893_50nA_20um_3"	      18	       0	 .025313	 .354066	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6696	 100.000	 .000000	 .000000	 .000000	 .000365	 .070903	 .159136	 .058877	 .005779	 .000541	 .020805	 .000900	 .000175	 .000836	 .051074	 .000024	 .011072	 .043345	 .576169	 .000102	608	"GaN"
"Un   19  D2893_50nA_20um_4"	      19	       0	 .042177	 .352180	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6547	 100.000	 .000000	 .000000	 .000000	 .000608	 .070548	 .159188	 .058896	 .005781	 .000541	 .020812	 .000900	 .000175	 .000837	 .051090	 .000024	 .011075	 .043359	 .576167	 .000170	608	"GaN"
"Un   20  D2893_50nA_20um_5"	      20	       0	 .026949	 .353883	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6682	 100.000	 .000000	 .000000	 .000000	 .000388	 .070869	 .159141	 .058879	 .005779	 .000541	 .020805	 .000900	 .000175	 .000836	 .051075	 .000024	 .011072	 .043346	 .576169	 .000108	608	"GaN"
"Un   21  D2893_50nA_20um_6"	      21	       0	 .061325	 .350036	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6376	 100.000	 .000000	 .000000	 .000000	 .000884	 .070145	 .159247	 .058917	 .005783	 .000541	 .020819	 .000901	 .000175	 .000837	 .051109	 .000024	 .011079	 .043375	 .576164	 .000247	608	"GaN"
