"  SAMPLE"	"    LINE"	"Relative Dist(um)"	"   N WT%"	"   H WT%"	"  Si WT%"	"  Al WT%"	"  Cl WT%"	"   P WT%"	"  Fe WT%"	"  Mn WT%"	"  Cr WT%"	"   K WT%"	"  Ca WT%"	"  Ru WT%"	"  Na WT%"	"  Mg WT%"	"   O WT%"	"   TOTAL"	"   X-POS"	"   Y-POS"	"   Z-POS"	"   N AT%"	"   H AT%"	"  Si AT%"	"  Al AT%"	"  Cl AT%"	"   P AT%"	"  Fe AT%"	"  Mn AT%"	"  Cr AT%"	"   K AT%"	"  Ca AT%"	"  Ru AT%"	"  Na AT%"	"  Mg AT%"	"   O AT%"	" N K-RAT"	"N STD_NUM"	"N STD_NAM"
"Un   11  D2893_50nA_20um_146.6_180s_4"	      11	       0	 .000000	 .356899	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6921	 100.000	 .000000	 .000000	 .000000	 .000000	 .071436	 .159059	 .058848	 .005776	 .000541	 .020795	 .000900	 .000175	 .000836	 .051049	 .000024	 .011066	 .043323	 .576173	 .000000	608	"GaN"
"Un   12  D2893_50nA_20um_146.6_180s_5"	      12	       0	 .000000	 .356899	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6921	 100.000	 .000000	 .000000	 .000000	 .000000	 .071436	 .159059	 .058848	 .005776	 .000541	 .020795	 .000900	 .000175	 .000836	 .051049	 .000024	 .011066	 .043323	 .576173	 .000000	608	"GaN"
"Un   13  D2893_50nA_20um_146.6_180s_6"	      13	       0	 .000000	 .356899	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6921	 100.000	 .000000	 .000000	 .000000	 .000000	 .071436	 .159059	 .058848	 .005776	 .000541	 .020795	 .000900	 .000175	 .000836	 .051049	 .000024	 .011066	 .043323	 .576173	 .000000	608	"GaN"
"Un   14  D2893_50nA_20um_146.6_180s_7"	      14	       0	 .000000	 .356899	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6921	 100.000	 .000000	 .000000	 .000000	 .000000	 .071436	 .159059	 .058848	 .005776	 .000541	 .020795	 .000900	 .000175	 .000836	 .051049	 .000024	 .011066	 .043323	 .576173	 .000000	608	"GaN"
"Un   15  D2893_50nA_20um_146.6_180s_8"	      15	       0	 .000000	 .356899	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6921	 100.000	 .000000	 .000000	 .000000	 .000000	 .071436	 .159059	 .058848	 .005776	 .000541	 .020795	 .000900	 .000175	 .000836	 .051049	 .000024	 .011066	 .043323	 .576173	 .000000	608	"GaN"
"Un   16  D2893_50nA_20um_146.6_180s_9"	      16	       0	 .000000	 .356899	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6921	 100.000	 .000000	 .000000	 .000000	 .000000	 .071436	 .159059	 .058848	 .005776	 .000541	 .020795	 .000900	 .000175	 .000836	 .051049	 .000024	 .011066	 .043323	 .576173	 .000000	608	"GaN"
"Un   17  D2893_50nA_20um_2"	      17	       0	 .000000	 .356899	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6921	 100.000	 .000000	 .000000	 .000000	 .000000	 .071436	 .159059	 .058848	 .005776	 .000541	 .020795	 .000900	 .000175	 .000836	 .051049	 .000024	 .011066	 .043323	 .576173	 .000000	608	"GaN"
"Un   18  D2893_50nA_20um_3"	      18	       0	 .000000	 .356899	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6921	 100.000	 .000000	 .000000	 .000000	 .000000	 .071436	 .159059	 .058848	 .005776	 .000541	 .020795	 .000900	 .000175	 .000836	 .051049	 .000024	 .011066	 .043323	 .576173	 .000000	608	"GaN"
"Un   19  D2893_50nA_20um_4"	      19	       0	 .000000	 .356899	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6921	 100.000	 .000000	 .000000	 .000000	 .000000	 .071436	 .159059	 .058848	 .005776	 .000541	 .020795	 .000900	 .000175	 .000836	 .051049	 .000024	 .011066	 .043323	 .576173	 .000000	608	"GaN"
"Un   20  D2893_50nA_20um_5"	      20	       0	 .000000	 .356899	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6921	 100.000	 .000000	 .000000	 .000000	 .000000	 .071436	 .159059	 .058848	 .005776	 .000541	 .020795	 .000900	 .000175	 .000836	 .051049	 .000024	 .011066	 .043323	 .576173	 .000000	608	"GaN"
"Un   21  D2893_50nA_20um_6"	      21	       0	 .000000	 .356899	 22.1420	 7.87000	 1.01500	 .083000	 5.75600	 .245000	 .045000	 .162000	 10.1410	 .012000	 1.26100	 5.21900	 45.6921	 100.000	 .000000	 .000000	 .000000	 .000000	 .071436	 .159059	 .058848	 .005776	 .000541	 .020795	 .000900	 .000175	 .000836	 .051049	 .000024	 .011066	 .043323	 .576173	 .000000	608	"GaN"
